review,note
décev rien,0.0
décev emplac personel servic confort,0.0
décev hôtel brui propr,0.0
passabl propret,0.0
cher vaut seul intérêt voyag lendemain proxim gar lyon étoil pas convaincu peintur sanitair défraîch moquet pas terribl chambr traviol pas télécommand mal insonoris entre chambr d'un étag l'autr odeur égout désagré hall étag j'ai dorm fenêtr grand ouvert limit l'odeur pet déjeun sup moyen hôtel norm parisien quoi,0.0
passabl prix parking personnel agréabl situat quarti pas top brui mal équip lumi sall bain insuffis,0.0
assez médiocr rien fuit sall bain ampoul grill sdb accueil inaccept couvr lir sall pas cher n'excus pas,0.0
hôtel lament mérit pas d'êtr côt rien 6m2 laloi nest pas 9m2 minimum chambr bass plafond plus 4em étag assenceur sall d'eau minusculep moyen douch cogn avis clostro etouff lit confort plus l'accueil minabl antipath maximum déconseil hont booking valid pareil horreur prix,0.0
passabl,0.0
bouton chauffag sall bain apparent jam util jam ete mis march cheveux mur arriv chambr ains bouteil gel douch vid oblig envoi mar recept attend sag douch evit,0.0
assez médiocr matel planch contreplaqu pas sûr hygien matel top,0.0
décev mal resu moquet chambr sall toil d'araign,0.0
déçus lit proxim gar moquet douteur chambr minuscul déco trist l'escali étroit,0.0
assez médiocr j'ai rien aim endroit n'ai rien appréci,0.0
passabl hôtel jol décor noël beau hôtel standing pas propret déçu toilet chambr pas propr appel récept plusieur ven pas bross récept dit hygien besoin frott toilet apres usag devion appel récept trouv honteux gên mont femm ménag nettoi apres utilis manqu respect client contr récept bross cherch erreur manqu pris ver grand miroir pens femm novotel gar lyon pari beaucoup mieux test plusieur,0.0
recommenc pas hôtel pet déjeun limit personnel pas toujour sympath,0.0
dépann pres gar bien situ dimens correct entrer l'appart heur manqu lumi sall douch pas poubel sall douch pas crochet serviet pietr qualit liter manqu verr pas d'ambianc,0.0
assez médiocr rien emplac bruit mauv insonoris,0.0
passabl,0.0
assez médiocr,0.0
assez médiocr,0.0
passabl,0.0
assez médiocr,0.0
climatis sépar hotel sécuris lir confort réception homm pas souri parking pas d'emplac réserv bohneur chanc chambr tre pet,0.0
passabl,0.0
agréabl l'ensemble😀 propretel chambr jol agréabl lit clique-claqu pet inconfort dommag savon sall bain,0.0
moyen côt confort emplac bien situ strict minimum,0.0
passabl chambr confort mettr part souffler vmc tre brui personnel gentil serviabl tre famili savoir etre revoir ailleur formateur domain interess jai dej accompagn hoteller cdt,0.0
leg sent s'êtr lou appart hôtel s'attend studio fall dout lir entre lign n'et qu'un chambr résultat servic hôteli bas gamm compréhensibl appart hôtel l'équip pas d'évi pas micro onde pas d'assiet couvert pas verr sall bain,0.0
séjour moyen personnel accueil climatis chambr pas prêt arriv attendr femm ménag fin travail chass fonction pas débrouill marmit eau attend chang chambr droit jour ménag séjour jour jam dorm mêm drap pend séjour serviet toilet non jam chang prestat supplémentair voulion drap serviet propr séjour nuit parking comptet pet déjeun cher prestat fourn suppl sall bain pet manqu tabl nuit oblig recharg portabl chais sall bain manqu pris plaqu électr vieillott longu chauff manqu port manteau sall bain rideau douch sal manqu miroir voir pied seul machin lav seul sech ling l'hôtel oblig arriv demand sac accueil mettr ling sembl oubli afin mettr mien ascenseur long arrêt pas d'attendr montent descendent deuxiem bienvenu manqu chais tabl balcon prendr apéro mang prêt séchoir balcon bienvenu veulent pas utilis sech ling oubl personnel accueil communiqu chang cod 1er moi parking acces l'hôtel wif valu retrouv enferm parking sol attend joign mar téléphon afin qu'il prévien accueil délivr,0.0
déplor rien voir photo femm ménag pass aspir 8h30 sac poubel aller,0.0
demand toujour établ typ etre class étoil global déçu taill chambr bruit ru propret discut vétust équip,0.0
auberg insalubr espac commun rez-de-chauss proxim gar tram arrêt jean médecin personnag sympath malgr médiocr séjour premi sall bain recouvert champignon moisissur jam n'en aut tout vi c'et pir n'import reportag douch plafond mur plusieur joint transfer dortoir demand moisissur rien voir premi dortoir voi deuxiem sall bain déjà arrang niveau qu'on voi nouvel zon moisissur vieux décolor c'est cas c'est cheap pas résolu complet,0.0
décev emplac proch centr gar appart sépar l'hôtel immeubl habit particuli ancien isol sonor canap fais usag second lit pas adapt dorm conven,0.0
décev chambr pas conform photo prix,0.0
médiocr,0.0
passabl emplac accueil inégal récept bouteil eau premi jour chambr plus rien bouteil min frigo seul bouteil eau serviet pas agréabl,0.0
heureux éven sup hotel non rien chambr climatis pas télévis personnel parl pas devr form agressivit personnel sall pet déjeun matin évit certain pas possibl format obligatoir,0.0
décev,0.0
décev,0.0
critiqu malheur rien pas gel douch demand personnel celui apparent pas demand reven lendemain pas prendr douch soir pet déjeun catastroph plus rien personnel agréabl mal aimabl plus femm ménag laiss ling sal tout journ couloir rentr matin ling pas boug gobelet caf vid bibliothequ hall trainent comprendr mieux fallu regl total séjour arriv etat hotel personnel dem tour direct,0.0
assez médiocr monsieur récept excellent chambr aucun fenêtr pas ensoleil pres poubel immeubl sall,0.0
passabl,0.0
endroit liter ferm gestion problem rencontr respons nocturn veil respect calm pas embêt incompétent l'accueil promettr chambr l'étag soir fin soir venu l'appart rez chauss derri l'accueil bref bruit incess appart plus refus arriv fais pas chaud locat impossibl touch climatisationen revanch bon couet bon liter fuir l'appart rez chauss numéro don piscin extérieur accueil toilet horreur n'ai pas non plus appréci manqu pris électr coin cuisin oblig mettr cafeti terr micro-ond plac revanch bien situ métro l'entr hôtel station centr minut plac gratuit alentour station ruin quarti calm,0.0
bien dorm dessus manqu eau chaud pet dejeun buffet ferm 10h enregistr rapid prêt gar montparn sécuris pet déjeun buffet copieux consign bagag gratuit tre bon litr insonoris vitrag pas eau chaud deuxiem jour pet déjeun buffet arrêt 10h mem dimanch oblig aller bar pet déjeun continental suppléments… conduit chambr,0.0
rapport qualit prix euros nuit cher l'emplac bien malgr ru plus craignos cot rapport qualit prix euros nuit cher,0.0
passabl personnel surtout espagnol l'acceuil c'est sauv séjour l'hôtel bien situ dieu chambr sal 11em 15em pou pet insect chambr attent,0.0
passabl emplac proch centr vill calm chambr pet déjeun soleil oubl volontair réception attribu parking bip acces empêch rentr parking horair ouvertur obtent bip insist malgr argument pas assez prix élev regard pet rehabilit chambr nécessair,0.0
passabl emplac côt endroit allion pas assez serviet sanitair pas propr mur tach etc charm appart,0.0
décev,0.0
décev rien j'ai quitt lieux jour,0.0
passabl aim récept localis géograph hotel personnel hautain chambr vieillott équip sup ancien hont hôtel étoil pet déjeun zéro,0.0
assez médiocr,0.0
décev chambr gêneral pettit vieillott climatis fonction pas froid,0.0
décev,0.0
hôtel vétust,0.0
retourn pas annonc parking pas indiqu pai pet déjeun moyen rapport prix sach eau thé pein chaud,0.0
décev luminair signal non répar reserv pet déjeun non pris compt plus rien mang,0.0
déguel vétust pas fi photo booking clair pas cel hôtel odeur bien pu d'humid transpir commun complet vétust aucun isol phoniqu poil l'ancien locatair douch lavabo mobili pourr port placard ferm pas frigo ultra brui poubel cass pas possibil d'acced parking,0.0
idéal emplac rénov emplac proch métro centr vill gar idéal sort visit nuit 3-4 mar vrai accueil serviabl merc rendr séjour plus agréabl jol hall entrer liter confort nécessair douch disponibl ains sech cheveux basiqu vieux efficac drap serviet propr pass hall entré hôtel vieil moquet couloir chambr tach fais froid chambr arriv 20h vieux chauffag électr allum dessus lir tach ameubl basiqu vieil our blanc parm côt hall réveil matinal bip camion prix booking seul emplac éventuel justifi,0.0
nul rien chambr douch pet absenc couvertur bruit l'extérieur établ évit pris,0.0
passabl bien situ accueil caf baignoir pet,0.0
quarti pas rassur recept lieu pet déjeun,0.0
décev pet déjeun cher qualit produit,0.0
décev,0.0
assez médiocr,0.0
horribl prix val pas plus horribl sal personnel famili,0.0
passabl,0.0
bien j'ai ete gên manqu respect bruit matin persinn tre brui rentr puis group part,0.0
séjour calm chambr system cart magnet port quelqu défaill serviet usag restent chambr séjour jour,0.0
mauv tre mauv hotel lit craqu moquet dechire sall bain exigu impossibl lav litre rir lit sall bain liter,0.0
décev l'accueil gentill ling propr pas possibil petit déjeun n'et pas indiqu bagag pet sac =15€ servic coût strict rien stockag l'arri boutiqu emplac suff pas reven pas couvr lit d'accord chaud sommair pas tapis bain sort baignoir pas possibil petit déjeun n'et pas indiqu ceris gâteau bagag pet sac =15€ servic coût strict rien stockag l'arri boutiqu j'ai déjà trouv mieux méditerranéen rai list,0.0
décev pas bar impossibl bouteil d'eau,0.0
regret l'avoir chois 15€ tax rejoindr l'hôtel centr nul rien,0.0
dorm aller non applic l'ascenseur,0.0
impress d'avoir pris pieg d'un faux inform propret situat inform équivoqu concern possibil parking accueil moyen,0.0
oubl nuit calm hôtel liter correct sall bain pas propr joint douch noir mur pas net chambr brui entour bar boît nuit chambr pas insonoris n'est vrai pas l'hôtel lequel trouv calm,0.0
passabl,0.0
évit chaud brui client bar voisin urinent cour log propr bien rénov pas ventil brui caus bar plac saint-pierr odeur d'urin bourr viennent urin cour,0.0
passabl,0.0
passabl grand lit grand tel lir dur parking cher,0.0
passabl propret ptit déjeun vrai leg pas jus d'orang caf pai retrouv grand chambr j'ai demand pai tarif plus cher retrouv chambr,0.0
assez médiocr emplac propret général établ mauv isol sonor réveil tout nuit client endorm couloir répond récept moment check out racont arriv demand établ compt gest commercial répondu question,0.0
catastroph vu expérient horribl catastroph déconseil jeun group jeun personnel désagré trouv aucun solut facilit séjour chambr sal attendr temp nettoi chambr chambr pas prior jam fait salet question photo appui inaccept prix chambr équip vieux pas assez serviet nombr occup personnel traîn trouv pseudo solut pas profit piscin couvr feu 22h sinon attendez-vous chut intempest pir expérient vi évit,0.0
cadr beau pas confort lit creux impossibl dorm mal réveil pas insonoris entendr bruit immeubl rout,0.0
passabl situt géograph vaut pas prix c'est,0.0
passabl,0.0
oubli plus vit possibl d'êtr chambr lir minuscul 3em étag cour auquel acced escali miteux lavabo moiti descel réalit correspond rien photo sit,0.0
decev rien lit jumeau inconfort exigus de90cm exiguït général piec,0.0
brui proxim centr vill bruit ru traval hôtel,0.0
passabl hel n'ai pas annul suffis tôt dir quoiqu j'aur aim déplor c'est toulous centr gar représent don temp mieux lir l'adress j'endéduit pas gar effet lorsqu l'on quitt gar toulous matabiau ibis immédiat paysag visuel d'où représent mental n'et l'un l'autr bien 3em établ 15mn pied pren tgv 5h50 j'ai pris l'option modifi tardiv héberg ibis proch gar j'ai regl not,0.0
passabl,0.0
assez médiocr personnel aimabl souri nettoyag revoir poussier pris électr fil apparent chauffag appoint miteux sécur revoir surtout présenc enfant températur excess impossibl regl fenêtr non isol ferm mal fin sup brui bar nuit proxim,0.0
passabl,0.0
assez médiocr chambr pas fait affich merc chambr port tout journ lorsqu réclamon chambr fait accueil dit froid sait pas tendr pir drap expliqu absent pend plusieur heur temp retour retour pas pris temp entrer chambr essai chambr hont étoil,0.0
plus jam pas pet déjeun chambr bien écrit sit douch chaud bout 30min ascenseur pann personnel franch moyen brui réveil tout nuit gen hurlent hôtel,0.0
décev n'ai pas aim grand chos part l'emplac l'odeur hall récept chambr salet rideau douch odeur l'eau douch brûl glac petitess toilet plaid tach,0.0
assez médiocr calm bien tourist,0.0
décev petit-déjeun correct pas loin gar seul pris fonction l'autr bout lit serv dur recharg portabl seul pet spot fonction aut dir visibil sall bain minuscul vétust lit couvertur anné parl mobili pas wif,0.0
plus jam pas réfriger chambr pas plateau courtois pas bouteil offert honteux étoil réclam eau plateau courtois bouilloir march pas demand tisan dit soir mesur chang bar pas minuscul lugubr cheap pet comptoir plein passag ceris gâteau oubli chargeur iphon chambr part récept harcel 11h45 check out pas plus tard mid menac compt nuit supplémentair égal honteux mesquin étoil chargeur réclam 24h apres quitt hotel mag retrouv fais ménag,0.0
assez médiocr insécur hôtel,0.0
assez médiocr chos sinon proxim lieu travail accueil qualit chambr pet déjeun,0.0
décev,0.0
passabl accueil bien situ parf rendr tôt gar nord,0.0
séjour pas renouvel liter propret attent hallucin pet déjeun 10mn queu prendr caf personnel récept lor départ désagré volontair incompétent,0.0
correspond prix lir emplac odeur sall bain rang bruit extérieur,0.0
passabl,0.0
évit femm ménag agréabl l'écout confort chambr ger rentr chambr préven pas d'électr certain chambr pet déjeun ouvertur aléatoir emplac l'hôtel pertinent voitur,0.0
prix élev prestat situat géograph parf proch pal congres accueil personnal agréabl pet déjeun égal serviet nettoyag pos boul robinetter baignoir lor arriv rest cheveux sol sall bain support papi toilet cass lor arriv visibl problem d'aérat sall bain gross tach moisissur plafond lir 160x200cm cepend matel 80x200cm non pas seul matel inconfort lorsqu matel s'écartent pend nuit téléphon chambr celui-c n'est pas raccord câbl suppos qu'il présent uniqu décor,0.0
décev,0.0
décev kitchenet propret cohabit résid établ,0.0
bien personnel catastroph fuir taill chambr propret chambr pet déjeun gros plus jus orang frai pas appréci accueil excus bidon femm récept inform chambr pas prêt check-in début 14:00 arriv 14:30 attendr jusqu 15:00 chambr quelqu maigr excus personnel pir justif don femm récept dis chambr pas disponibl 14:00 pouv 15:00 16:00 dépend départ check out 12:00 client comprendr pas chambr pas prêt surtout arriv del indiqu hôtel scandal plus enfant bas âge crev voul retrouv lir pouvoir siest ensuit égal problem télévis fonction pas mar allé récept 22:00 dir tel indiqu signal tout chaîn réception répondr fall attendr 23:00 quelqu puiss ven voir chambr bref sauf professionnel indign chain novotel dont pourt habitu sembl hôtel engag aucun qualif compétent install accueil cas retourn pas raison déconseillon fort établ,0.0
évit liter correctel personnel sympath serviabl chambr pet sall bain étroit pas climatis demand chang chambr accordéep savon shampoingmeubl plastiqu trist générall pet déjeun 850 pas hauteur prix endroit complet étriqu,0.0
bien déçu chambr propr répond attent personnel récept sympath jacuzz eau pas chaud chambr bas profit jacuzz eau froid sûr jour eau chaud utilis,0.0
j'ai dorm perdu sueur nuit j'ai champ crapaud ultras l'om hotel tré pratiqu hiv températur pas élev périod canicul climatis gros plus manqu bol hôtel n'en pas chambr touch degr magnif marr trouv derri hôtel delà d'amen quantit astronom moustiqu abrit colon crapaud nuit venu répondent croaaaaass façon support marseil oooooooh aaaaaaarmeuh de compt récuper fraîcheur ouvr fenêtr rat croass moustiqu forc ferm derni pas climatis beaucoup bruit,0.0
catastroph évit rien chambr froid pas plateau courtois servic resto chambr mauv pas d'assaison viand innomm,0.0
recommand pas locat personnel agreabl chambr tre petit ascenseur bruit malad heures chang chambr debut etait côt pas ete possibl lumier march pas pommeau douch tien pas gliss sall bain pet peux bross dent etant toilet,0.0
déconcert rien d'attrai froideur lieux,0.0
passabl proxim arroport lensembk,0.0
passabl,0.0
décev chambr n'et pas propr clim moisissur odeur d'égout pas pouvoir dorm rendu clé annul séjour weekend annul seul l'ann famill réserv grand lit pet lit,0.0
franch banal retourn pas confort lir stor fonction pas l'armoir vieil difficil ouvr c'est impersonnel,0.0
passabl établ propr inconfort attend pas hôtel étoil 40€ min respect douch pas chambr inconfort pris mal plac chambr parl pas éclairag simpl catastroph,0.0
évit hôtel traval indiqu nul part lor res,0.0
assez médiocr,0.0
décev,0.0
"décev possibil d'avoir chambr communic absenc parking l'hôtel contrair mention l'annonc booking parking gar l'est 27,80 jour absenc tapis sdb rideau tâch chambr wif défaill absenc fruit frais produit laiti pet déjeun environ brui entre rabatteur métro château d'eau business liltl afric boulevard strasbourg",0.0
pas content chambr fenêtr défectu bruit froid anormal,0.0
assez médiocr pet déjeun bien serviet pai pas produit sall bain shampoing gel douch usag uniqu ains manqu gobelet dent pas pression pomm douch pas sech cheveux,0.0
proch personnel agréabl sol chambr pas propr pas serpilli bal disposit oreil mou impress pas oblig trimball cart temp tout port ascenseur doivent déverrouill cart chambr parking pai jour énorm pir pas climatis pet ventil inten impossibl dorm chaleur,0.0
décev pas d'eau chaud impossibl prendr douch sall bain exigu,0.0
assez médiocr lavabo bouch odeur desagre chambr,0.0
décev emplac géograph pratiqu lir confort situat géograph propret mur trac boss ains mur fin entendr traver rapport qualité/prix élev,0.0
assez médiocr pet déjeun correct proxim métro chambr pas propr personnel froid pet déjeun ident jour abord l'hôtel sal chambr correspond rien photo décevoir,0.0
décev chambr n'et pas décor photo présentent sit booking sall bain vétust,0.0
agréabl dommag bruit situat géograph parking bruit péripher,0.0
décev climatis fonction ains infiltr sol laiss moquet humid odeur bref decus,0.0
décev géolocalis mal sécuris brui pend nuit,0.0
répugn sal peur march pied nu trois pas chambr tripl réserv chambr vétust prix cert bas cas établ transig hygien propret chambr insalubr impossibl post vidéo ouvri littéral fenêtr travaill ferm pas rideau pouv convers don coup main,0.0
passabl,0.0
assez médiocr bien robinetter eau chaud,0.0
assez médiocr,0.0
décev abatt déplor balayet dat plusieur anné gros vieux mal entretenu,0.0
brui client l'hôtel n'ont respect pas silenci bruit infernal traval pend jour tout nuit impossibl repos rest jour prix chambr augment diminu c'est compliqu j'ai mal comprendr petit-déjeun n'en parlon pas c'est plus déjeun pas serv chambr,0.0
décev l'emplac chambr équip vétust seul lir comfort sall bain mauvais odeur surtout pas d'eau chaud pass certain heur bruit infernal vmc,0.0
passabl proxim gar centr vill manqu pression l'eau pass journ eau chaud pas rideau sall bain voisin fac pouv voir,0.0
bof proxim centr vill pet sall bain minuscul pas quoi caf etc,0.0
chambr tre decev correspond pas photo sit chambr ancien bureau vu pet local ling et/poubel sombr climatis brui inefficac,0.0
passabl moyen pas climatis,0.0
nuit horribl rien,0.0
mitig lit confort chambr sent renferm cigaret tass caf n'et pas propr,0.0
hôtel deconseil liter sal vétust delabr,0.0
assez médiocr lou chambr pas chambr demand chang chambr récept tomb jeun réception dis sait pas incompétent pas appréci pas réseau téléphon one demand garant par cart bancair pas être débit arriv débit,0.0
assez médiocr déco kitchenet chambr cot ru impossibl dorm pas isol suffis passag oreil gros ferm dorm total ignor mec accueil descendu 7h30 pas bonjour pas voulu lev aid machin caf march pas,0.0
passabl,0.0
décev chambr éloign ascenseur vrai parcour combatt pet déjeun basiqu cher12 pas omelet œuf dur coqu jambon gruyer autr viennoiser qualit,0.0
décev établ étoil pas bouteil eau chambr veut factur pas dign établ catégor,0.0
assez médiocr,0.0
"décev emplac attend mieux 1,5 environ centr toulous pied inutil attard métro transport +1km hôtel aut fin pied quarti pas bien fréquent lou chambr adult enfant faut savoir pas lit appoint lit superpos chos défair lit pass jour chambr chos oreil lit superpos plus réveil femm ménag disposon chambr jusqu 12h excus moyen port claqu tout minut 8h30 10h pourr évit pens pet déjeun prix excess bref recommand pas hôtel",0.0
passabl,0.0
décev emplac hotel bien plac néanmoin vieux chambr pas rénov moquet sol ancien susceptibl allerg etre compliqu lit reviendr pas,0.0
passabl,0.0
décev,0.0
tré déçu pet déjeun correct drap couet plein cheveux chang drap refair lit 22h réception seul ménag n'av pas,0.0
passabl lieu proxim transport commun,0.0
assez médiocr climatis l'accueil équip défectu chambr particuli confort,0.0
horreur rien dam l'accueil désagré,0.0
passabl situat brui,0.0
déçu l'héberg vu direct fenêtr non équip rideau occult fenêtr log voisin situ environ metr pas d'intim mur mois absenc d'eau chaud sall bain accueil froid,0.0
brui trop^d bruit siren véhicul,0.0
nuit blanch appel demand possibl chambr cour gent propos échang contr 4em ascenseur oubli dir fais degr chambr malgr arrêt canicul pas possibl ventil chambr fenêtr don conduit fenêtr chambr résultat nuit blanch mauv liter oui prix raison emplac,0.0
décev,0.0
décev,0.0
passabl bruit ascenseur,0.0
décev personnel correct quarti malfam rentr pas seul soir télécommand fonction pas faut don clé chambr sort couvertur trou faut enjamb toilet aller sall bain,0.0
pas terribl pouvoir arriv apres 21h00 arriv ver 23h00 signal barri parking dysfonction qu'il faut gar l'extérieur trouv plac parking 23h nic plein relev parcour combatt voitur blind bagag dorm extérieur rien tel pass nuit s'inquiet min attent hall entré non climatis acced récept situ 3em étag chaleur étouff entass un autr arriv chambr drap sent fritur serviet bain sembl pas d'un propret impecc nuit court voisin chambr ronfl fort l'impress dorm côt d'eux,0.0
satisfais malgr personnel sympath personnel serviabl malheur séjour point posit malgr surclass derni nuit séjour localis hôtel point fort expos bruit proch centre-vill premi chambr attribu pet quelqu chos poussier situ quatriem étag ascenseur velux surplomb ouvert qu'il possibl referm nous-mêm hauteur résultat chambr mouill plui arriv fallu réclam intervent l'accueil fermetur velux ensuit diffus tel poussi piec qu'un cris d'allerg gâch suit séjour enfin étag mont prendr consider sportif per cardiaqu difficult atteindr chambr s'aménag longu paus bout nuit chang chambr prof rez-de-chauss néanmoin nouveau chambr offert quoiqu plus spacieux n'et pas beaucoup plus propr réclam plusieur qu'un ménag complet quoi répondu sol n'et qu'un tout semain final c'est nous-mêm nettoi piec afin d'en retir miet cheveux sol allerg hôtel n'est clair pas recommand contrair qu'avanc présent booking convient court séjour gen regard propret,0.0
retourn pas l'emplac bruit sais qu'on centr vill isol sonor nul j'ai vérifi +sieur fenêtr bien ferm pas savon sdb,0.0
assez médiocr rien,0.0
décev problem insonoris entendr voisin chambr port claquent bruit chass d'eau,0.0
décev,0.0
décev accueil chaleur bienveil pris compt remarqu petit-déjeun cher rapport denr propos insonoris inexist chambr non conform cel réserv,0.0
assez médiocr,0.0
mauv expérient hôtel difficil l'on consider mauv expérient séjour lunet toillet cass inconfort usag signal récept répons chang pas claquqnt doigt j'ai pas trouv répons correct reserv jour j'ai éton pression l'hôtel pai factur pet déjeun jour consomm j'ai pas aim d'êtr consider malhonnêt allait part pai euro sach lor sort factur propos pai tout façon arriv possibil déduir mont mur pas bien insonoris entend bruit autr chambr c'est inconfort hotess récept pas aimabl,0.0
assez médiocr,0.0
passabl l'accueil proxim centr vill studio sall plaqu cuisson mur sdb côt poubel poussi radiateur lit odeur désagré proven sdb manqu d'organis pet déjeun pas tabl propr pas tass caf dispo etc,0.0
assez médiocr bruit,0.0
effort fourn mauv rapport qualité/prix l'emplac l'accueil personnel quelqu un pas bruit couloir matin pet déjeun chambr 17€ sal uniqu sucr sal consomm uniqu plac regl direct chambr sall bain pet,0.0
séjour l'hôtel moyen paris bien niveau pet déjeun c'et correct propret l'accueil,0.0
passabl brui aucun insonoris surtout couloir propret douteur niveau toilet prestat revoir prix nuit baiss rapport autr hôtel,0.0
passabl emplac deco servic propret chambr,0.0
gros décept liter pet déjeun correct plus l'état général l'hôtel relook chambr devr refait toilet n'et pas bien nettoi pas pratiqu acced 1er étag faut premi temp descendr sol acced étag bonjour nombr march réception propos laiss valis bas collègu matin parl idem égal solliqu coffr fort indiqu booking n'exist pas chambr exist coffr fort dat guerr derri recept indiqu collègu matin hôtel refair entier correspond plus vi modern bruit métro tout 3mn insupport impossibl dorm seul point posit bon liter chambr déçu hôtel mérit pas étoil,0.0
évit parking proch pet vol import chambr ferm aucun pris respons enver prendr pas mis côt respons ni quelconqu impliqu personnel vacanc gâch,0.0
assez médiocr bien desserv lign métro arriv heur pas serviet chambr poussi rideau chambr bref sal drap lit non chang dur trois jour pet réfriger fonction pas moquet couloir non aspir sal bruit tôt matin,0.0
décev proxim centr nic personnel accueil rapport qualité-prix inaccept étoil n'est vrai pas sign qualit manqu propret sanitair sdb l'insonoris rapport l'extérieur insuffis min frigo brui,0.0
passabl emplac bruit permanent ventil extérieur lumi ven couloir tout nuit,0.0
glauqu esperon traval apportent chang proxim l'aéroport navet crass l'arriv sous-sol canet bier lendemain dev l'accueil démontr laisser-all douch éclabouss partout traval local glauqu,0.0
hôtel bien situ pied croiset accueil hôtel vieil accueil respons chaleur aimabl moquet mauv mauv insonoris pas eau chaud soir réveillon noël impossibl prendr douch,0.0
passabl emplac pet chambr pas tabl chais boul ki bienvenus,0.0
propret ascenseur pann couloir brui port chambr mal isol réception tromp tarif lor pai compt pet déjeun,0.0
décev personnel gentil drap sal sall bain pet chambr mal insonoris entendu beb chambr voisin pleur bon part nuit derni chambr déconseil établ client souhaitent tranquill propret,0.0
passabl localis bon personnel sympath n'ai pas fer repass pend nuit séjour malgr demand matin soir port pas isol bruit incess moustiqu chambr n'av pas ouvert sais pas rentr mur plein moustiqu écras,0.0
passabl,0.0
décev,0.0
assez médiocr,0.0
décev l'accueil agréabl réception habitud d'all l'autr établ trouv fac march victor hugo pens c'et mêm hel l'étoil justif singl pet fort corpulent lir c'est moyen sall d'eau minuscul pip pied douch l'invers rideau coll peau oup apres c'est bruill plus lumi extérieur couloir tout nuit,0.0
passabl sanitair vieil laiss pens salet lir qvec sommi guis planch bois revoir suit isol phoniqu moyen,0.0
passabl,0.0
heberg sommair mérit pas étoil quarti aven odeur désagré couloir l'accueil personnel ajout tabl deenuit dn chambr rajeun décor chang moquet revet plus symp odeur couloir,0.0
pas repos rien bruit chambr côt vibrat métro fort,0.0
bof chambr propr cot carrefour market plac gar pas équip beb cest écrit quil seul récept pas dispo dépass tax pai pas écrit sit,0.0
assez médiocr hôtel plein rénov ascenseur pann moi prévenu,0.0
décev,0.0
pas extra rien chambr pet sall bain douch joint mois vétust,0.0
moyen pet déjeun bien interrupteur sall bain lumi allum tout nuit flexibl douch perc pas télécommand télévis tapisser décoll,0.0
passabl vu bruit metro,0.0
passabl pas chauffag sall bain embêt févri pas chauffag non plus piec principal vieux d'appoint personnel prévient pas,0.0
assez médiocr mauv odeur canalis bouch chambr chass eau fonction pas chambr adult bien pet,0.0
décev,0.0
passabl emplac proxim sit visit proch bouch métro sdb inconfort pas norm exigu coll bac douch chambr viel défaut récept compr brui entre etag ru chauffag inadapt non régul chambr nécessitent grand rénov meilleur qualit prix,0.0
décev,0.0
sort décor chambr pas eau chaud pixelis cess volont hôtel photocopi cart bancair caution interd danger term fraud,0.0
passabl,0.0
mauv experient evit bien situ propr pas insonoris tre tre tre bruill rapport qualit prix bidon,0.0
décev,0.0
assez médiocr,0.0
décev,0.0
décev,0.0
sal appart mal agenc emplac bien confort revoir liter bon niveau propret revoir micro onde horreur 😱moquet cracr sall bain lavabo bac douch cass savon vid verr réclam recept tabl cass impossibl mang salet équip micro onde frigo confort revoir sall bain lavabo douch cass tabl pied cass moquet chang,0.0
passabl,0.0
hôtel évit emplac chambr exigu douch ancien mal conçu liter inconfort bloc électr découvert danger enfant escali men mezzanin raid presqu impratic,0.0
passabl l'insonoris,0.0
décev tre 'emplac l'accueil servic produit d'accueil chambr élémentair chambr exigu moquet sal aucun flexibil,0.0
passabl chambr pet rang chauff non insonoris loin l'accueil restaur,0.0
remettr jam pied hôtel emplac top rapport gar montparn c'est seul point posit hôtel n'est absolu pas recommand prix pai booking pai nuit pet déjeun port hôtel marqu chambr coût maximum nuit n'est absolu pas correct part booking client plus confianc falloir regard sit hôtel valid booking décor d'un temp pas climatis espac réduit l'accueil hôtel limit conven évit prix tarif,0.0
"tre dessus rien trouv l'hôtel insalubr jour qu'on rest drap non pas chang materiel vétust reserv c'et marqu parking disponibl tout hôtel prix var entre 10€ parking prix exaurbit allez pai heur 2,40 l'heur fait calcul dorm hôtel",0.0
assez médiocr disponibil personnel chambr sombr vu mur,0.0
vaut pas plus pai prix proxim station métro accueil nul exiguït 3em lit pas réserv nombr serviet toilet insuffis propret limit chewing-gum coll terr,0.0
décev,0.0
passabl confort drap lit sal emplac pres quarti problem plomber tel bug énorm matin tôt soir tard,0.0
dommag traval pourr bien localis sup idéal situ clé récuper hôtel/dortoir min l'appart pas facil trouv plaqu affich extérieur adon marqu l'interphon sdb vétust fort odeur d'urin mitigeur douch rest main pet coin cuisin pet pas facil cuisin tâch drap bien évident lit arriv don pas envi d'all dorm entendr pass chez voisin surtout galipet mat mauv isol -le assez vieux rafraîch bienvenu,0.0
décev petit-déjeun bruit propret pas top,0.0
assez médiocr lit confort localis pas agréabl lieu etabl personnel etabl pas aimabl odeur tabac froid toilet pend jour eau chaud arriv bout minut,0.0
assez médiocr pas grand chos froid chambr pas sech serviet liter moyen,0.0
retourn pas localis odeur egout désagré récept liter moyen demand répar lamp fait récept arfice tj pas regl trois jour apres,0.0
passabl,0.0
moyen rien uniqu serviet sdb,0.0
décev solarium piscin plus emplac hôtel aucun insonoris bruit extérieur affreux,0.0
