nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Nathalie,Francia,0,Fabuloso,Ambiance chambre déco musique ... cocktail du 16e étage,L’isolation d’une fenêtre défectueuse,"8,8",Hotel,París," 8,7 "
Bernard,Francia,0,Parfait,"Tout était parfait
Le salon bar au 16 ème étage est fabuleux....",None,"9,0",Hotel,París," 8,7 "
Christine,Francia,0,Parfait pour un week-end parisien,"Petit déjeuner buffet copieux, varié ( salé et sucré) et très bon.
Lit super confortable avec rangements dessous. Petit frigo dans la chambre.
Douche spacieuse avec effet de lumière.
Déco de l'hôtel contemporaine et originale.
Situation super pratique pour les voyageurs arrivant en gare de Lyon.","Une bouilloire dans la chambre pour une pause café.
Hôtel très grand donc beaucoup de monde et de personnel.","8,0",Hotel,París," 8,7 "
Paul,Francia,0,Excepcional,Hôtel extrêmement original et confortable à la fois,None,"9,6",Hotel,París," 8,7 "
Daniel,Francia,0,Fantástico,"Chambre petite mais bien disposée déco et éclairage moderne entierement pilotable par domotique 
Emplacement idéal pour gare de lyon",,"9,2",Hotel,París," 8,7 "
Pascale,Francia,0,Enchantés,"Petit déjeuner excellent, très bien organisé, personnel souriant et attentionné, décors apaisant 
Le concept cocooning de l'hôtel, profité des espaces communs et le bar a disposition très accueillant",Le bar panoramique ouvert qu'à partir de 18h30.,10,Hotel,París," 8,7 "
Agnès,Francia,0,Excellent,Accueil sympathique. La chambre très propre et spacieuse. Le petit-déjeuner copieux et bon. Je recommande sans probleme,None,10,Hotel,París," 8,7 "
Jean,Francia,0,Excepcional,"emplacement
salons",panne de la tablette de commande générale,10,Hotel,París," 8,7 "
Npuga,Marruecos,0,Pour ceux qui aiment les chambres ultra modernes et épurées.,La propreté la modernité et la situation géographique près de la gare de lyon,Rien,"8,0",Hotel,París," 8,7 "
Caméléon73,Francia,0,Excepcional,l'emplacement prêt de la gare. La Déco. les chambres originales et grande literie très confortable. par dessus tout l'accueil et la générosité des employés qui sur deux jours nous ont offerts un petit déjeuner et un plateau pour l'apéro. Merci pour votre attention !,Tout est parfait,10,Hotel,París," 8,7 "
Jean,Francia,0,BON .mais vu typique ; a prix supérieure à revoir !!!!!,EMPLACEMENT et hotel moderne,SERVICE PETIT DEJEUNER A REVOIR ET A REORGANISER,"8,0",Hotel,París," 8,7 "
Philippe,Francia,0,Bon séjour,Bon concept convivial,Pas de restauration digne de ce nom en soirée,"8,8",Hotel,París," 8,7 "
Nadine,Francia,0,Fantástico,"Chambre lumineuse, bel équipement, à la japonaise, chaque espace étant optimisé","Pas de cafetière dans els chambres, partant à 5h30 je ne pouvais bénéficier du petit déjeuner. Trop peu de lumière pour se maquiller","9,0",Hotel,París," 8,7 "
Joel,Reunión,0,Un établissement moderne,à la pointe de la technologie Domotique.. un petit plus à découvrir,None,10,Hotel,París," 8,7 "
Stéphane,Francia,1,Muy bien,Son originalité dans l’aménagement de la chambre,Chambre trop petite,"8,3",Hotel,París," 8,7 "
Frederic,Francia,0,Excepcional,Tout,Rien,10,Hotel,París," 8,7 "
Magali,Francia,0,Fantástico,"Très joli mais lit mis dans un recoin c’est compliqué pour sortir du lit car il faut enjamber son partenaire 
Ce n’est pas pratique 
Sinon très bien mais un peu élevé",Prix trop élevé et emplacement du lit trop serre,"9,0",Hotel,París," 8,7 "
Mohammed,Francia,0,Bien,Excellent emplacement surtout quand paris intra murons subit des grèves et que l’on doit se déplacer,None,"7,5",Hotel,París," 8,7 "
Marinette,Suiza,1,Muy bien,"situation super, à3mn de la gare de Lyon. accueil chaleureux, chambre petite mais très confortable
le rapport qualité-prix très bon",None,"8,0",Hotel,París," 8,7 "
Jean-marc,Suiza,0,"Top moderne, simple et pratique",Proximité de la Gare de Lyon et concept de l'hôtel moderne.,Automatisation de la chambre.,"9,0",Hotel,París," 8,7 "
Christie,Guadalupe,1,Excepcional,"La vue, l’ambiance et la qualité de notre réception du début à la fin.",None,10,Hotel,París," 8,3 "
Emel,Francia,0,Hôtel parfait,"Emplacement parfait, vue maaagnifique du restaurant, chambre très confortable, accès Tour Eiffel en 2 mins à pieds.
Je suis ravie de mon séjour à pullman Tour Eiffel, je n’hésiterai pas à y retourner",None,"9,0",Hotel,París," 8,3 "
Yassine,Francia,0,"Vue de rêve ,accueil glacial .","Hôtel très bien situé ,propre et confortable une des meilleure vue sur la Tour Eiffel .","Accueil froid ;Durant tout notre week-end nous avons pas vu un seul petit sourire ,certes y’a le masque mais le regard en dit beaucoup ,le petit déjeuné au restaurant qui se trouve au 10 ème étage ,on ne se sent pas à l’aise ,comme si le personnel est sous pression ou fatigué ... Dommage pour un tel hôtel .","7,0",Hotel,París," 8,3 "
Tim,Francia,1,Bien,En général ça se passe bien,"Impossible d'avoir une facture.
Le fauteuil pas propre en temps de covid n'inspire pas le ménage bien fait.","7,0",Hotel,París," 8,3 "
Arijan,Bélgica,0,Bon hotel mais ..,Bon hôtel chambre très confortable sans plus,"Pour le prix payer pour y passer trois nuit (près de 1000€) et pour la renommée d’un hôtel pullman , j’ai trouver le petit déjeuner très minimaliste, et le menu room service disons qu’il n’y a pas l’embarras du choix et le parking de l’hôtel est en faite un parking public payant (120€ 4 jours sa fais mal ) , Chambre Lit King-Size de Luxe avec Balcon et Vue sur tour Eiffel (vue uniquement si on sort sur le balcon.. depuis la chambre un vague terrain de foot) également fais une demande pour avoir une décoration pour l’occasion d’un anniversaire de mariage , une demande totalement ignorée ni aucune réponse .. surprise gâchée.","7,0",Hotel,París," 8,3 "
Karim,Francia,0,Muy bien,La propreté et la réactivité du personnel,"Il manque un peu d'ambiance sur le rooftop et de décoration
Un vrai assortiment de boissons dans les chambres à la hauteur d'autres hôtels de standing equivalent","8,0",Hotel,París," 8,3 "
H,Francia,0,Séjour à Paris en famille,"- L’emplacement et la vue Tour Eiffel 
- Le roof top","- Attente pour le Check in (25 min).
- Lors du choix des chambres la vue Tour Eiffel n’est pas mentionnée 😏, obligé de prendre une chambre supérieure pour avoir cette option.
- Le petit déjeuner (29€/personne) est simplisme avec peu de choix (mini viennoiseries, petit pain, jus, et boissons chaudes).","7,0",Hotel,París," 8,3 "
Raphael,Francia,0,Fantástico,La vue depuis la chambre,Un petit manque de nettoyage au niveau du balcon,"9,0",Hotel,París," 8,3 "
Thierry,Francia,0,Muy bien,Bel emplacement,Le room service ok,"8,0",Hotel,París," 8,3 "
Jean-baptiste,Francia,0,Fantástico,La vue et la rapidité du service,La clame trop froide et froid dzz as n’a la chambre,"9,0",Hotel,París," 8,3 "
Kevin,Francia,0,Muy bien,Léger pour 25e,Le nettoyage,"8,0",Hotel,París," 8,3 "
Eugenie,Francia,0,Parfait,Le confort,Pas de réponse aux appels pour commander le petit déjeuner,"9,0",Hotel,París," 8,3 "
Nadege,Francia,0,Muy bien,La vue sur la Tour Eiffel est à couper le souffle,None,"8,0",Hotel,París," 8,3 "
Lucas,Francia,0,Bien,Bien,Pas d’ascenceur,"9,0",Hotel,París," 8,3 "
Jean-baptiste,Francia,0,Fantástico,"Parking facile
Proche Tour Eiffel 
Très propre",Accueil un peu froid à la réception.,"9,2",Hotel,París," 8,3 "
Nicolas,Francia,0,Avis Pullman,"L'emplacement de la chambre, et la salle de bain",Les gens dans les chambres au dessus qui fesait un bruit monstre de 02 h à 05 h du matin,"8,0",Hotel,París," 8,3 "
Julien,Francia,0,Nous recommandons cette établissement,"L accueil, le service, la prestation en général.",None,"9,6",Hotel,París," 8,3 "
Mathieu,Costa de Marfil,0,Muy bien,None,Pour les chambres j aurais aimé avoir les toilettes séparées de la salle de bain.,"8,0",Hotel,París," 8,3 "
Natacha,Bélgica,0,Muy bien,L’espace dans la chambre est fort appréciable.,Je n’ai pas trouvé de sèche cheveux dans la chambre. Le repas à l’hôtel s’approche plus d’un fast-food « chic» que d’un bon restaurant français (sans qu’on doive parler de restaurant gastronomique)....,"8,0",Hotel,París," 8,3 "
Melvin,Estados Unidos,0,Muy bien,"La belle vue, le bon emplacement, le bon personnel.","Les odeurs.., les odeurs des égouts qui remontent jusque dans la salle de bain, et qui se propage dans la chambre. Sa gache le charme de l'hôtel.","8,0",Hotel,París," 8,3 "
William,Francia,0,Bien,None,"Salle petit déjeuner un peu petite et tous les uns sur les autres, soucis de réservation à l'arrivée. Ne trouvait pas les noms des invités ....... alors que les réservations booking étaient bien au bon noms (sorties le matin même de la réservation), l'information n'avait pas été transmisse par booking au dire de l'hôtel. Heureusement que la personnel compétent de la réception a fait tout son possible pour que le séjour se passe au mieux pour tout le monde (18 chambres au total).","7,0",Hotel,París," 8,3 "
Gabriel,Francia,0,Excepcional,"-la vue sur la tour effeil 
-personnel attentionné 
-emplacement",-parking et excessif,"9,6",Hotel,París," 8,3 "
Jean,Francia,0,pas mal,"On sent que l'hôtel commence à vieillir on avait beaucoup séjourné il y à quelques années, malheureusement beaucoup de choses seraient à changer ou à améliorer
Après l'hôtel est tout de même agréable, le bar très sympa et le room service aussi et un super emplacement.",le mini bar en panne,"7,0",Hotel,París," 8,3 "
Mr,Francia,0,Fabuloso,La vue sur la tour eiffel exceptionnelle 😍 le restaurant très bon👌 avec une soirée fashion week vraiment très bien et merci au concierge à l'accueil je ne me rappelle plus son nom.. (kaolo) peut être mais il se reconnaîtra.. Encore merci pour son accueil et sa gentillesse.,None,"8,8",Hotel,París," 8,3 "
Christophe,Francia,0,La vue est excellente mais cher pour ce que c’est,"La vue était magnifique, la douche était était spacieuse, les équipements marchaient tous très bien.","La nourriture du room service, c’est honteux de payer une pizza surgelée à 18€ !!
Rien n’est précisé sur la carte si c’est du produit frais ou non. 
Et le petit déjeuner en room service était incomplet. 
Et le lit faisais énormément de bruit.","7,0",Hotel,París," 8,3 "
Agron,Suiza,0,Fantástico,"Propreté, la vue, style de l’hôtel",Manque d’hôte à l’accueil pour le check-in / check-out,"9,2",Hotel,París," 8,3 "
Kévin,Francia,0,Bien,"L emplacement exceptionnel 
La vue",Manque un espace SPA pour ce prix...,"7,5",Hotel,París," 8,3 "
Yves,Francia,0,Nous reviendrons.,L’ensemble du personnel est particulièrement aimable et attentionné.,"L’hôtel propose un petit déjeuner continental très bien et presque moitié moins cher. Le personnel de la réception ne semble pas au courant et nous avons dû un peu insister pour l’obtenir...
Lors du check-in on nous a proposé de faire un check-out accéléré (dépose des clefs/pass dans une boîte). En fait cela n’a pas été possible puisque nous avons dû payer les taxes de séjour en espèce au moment du départ.","8,0",Hotel,París," 8,3 "
Maurine,Francia,0,Excepcional,"Lieu
Propreté
Accueil
Service",Légèrement bruyant dehors la nuit mais indépendant de la volonté de l’hôtel (travaux en cours il me semble...),"9,6",Hotel,París," 8,3 "
Matthieu,Francia,0,Muy bien,"Emplacement
Décoration de Noël très sympa
Restaurant et petit dej de l hôtel au top","Matériel de douche défectueux
Chambre avec vue sur ‘tour eiffel et Trocadéro’ mais en réalité uniquement vue sur Tour Eiffel","8,3",Hotel,París," 8,3 "
Abdelaziz,Bélgica,0,Peut mieux faire,La situation au top! La chambre était très belle et propre .,Le fait qu'on nous montre des photos disant que la chambre avait une vue sur la tour eiffel mais quen faite cetait quand on se trouvd sur le balcon. Pas utile quand il fait froid . Nous avons mis le prix pour rien...le personnel était gentil souriant mais on sent un manque de professionnalisme. Ayant été dans d'autres grands hôtels je vous assure que le personnel était très qualifié. Vous pouvez largement mieux faire ... le petit-déjeuner était très moyen.,"7,5",Hotel,París," 8,3 "
Adnan,Suiza,0,Voyage à Paris,"L’emplacement est idéal si vous souhaitez vous balader au alentour du Trocadéro / Tour Eiffel / champ Élysée pas très loin, très belle vue sur la Tour Eiffel","La description de la chambre, ayant choisis la chambre avec vue sur Trocadéro et Tour Eiffel avec Balcon
L’hôtel vous facture le séjour plus chère que prévus mais ils disent qu’il vous rendent la différence exemple. J’ai payer environ 780 euro pour 2 nuit et il m’ont facturé 900 euro. D’ailleurs je n’ai toujours pas reçu la différence... 
J’ai aussi trouvé que le prix est chère pour ce que c’est, la chambre est très petite.
Ont est arrivés environ 5h avant l’heure prévus, j’ai demander si c’était possible d’avoir la chambres un peux plus vite, le personnel m’a répondu pas de soucis nous allons faire en sorte que votre chambre sois prête plus rapidement et nous allons vous contacter quand ça sera prêt. Résultat je n’ai jamais reçu d’appel..
La vue sur le Trocadéro est gâchée par des arbres donc aucune vue.
Nous avons l’habitude de prendre des hôtels au alentour de 400- 600 euro pour notre séjours et les hôtels où nous allons font des petits geste genre une petite bouteille d’eau offert ou même petite bouteille de vin ou proseco, dommage que pour environ 800€ il n’y rien.","7,5",Hotel,París," 8,3 "
Imen,Francia,0,Très bien.,La vue.,Petit déjeuner au niveau moins un. Trop petit et vue sur des murs,"8,0",Hotel,París," 8,3 "
Morgan,Francia,0,Fantástico,Vue imprenable sur la tour Eiffel ainsi que la cour de l hôtel.,"Il n y a pas grand chose a redire. Si l on veut veut être perfectionniste, je dirai que l ajout de smart tv pour avoir un accès a netflix serait un petit point a améliorer.","9,2",Hotel,París," 8,3 "
Philippe,Francia,0,Muy bien,None,L’enregistrement trop long et le Check out pareil,"8,3",Hotel,París," 8,3 "
Ludovic,Mónaco,0,Literie digne d’un F1,L’accueil du personnel au top.,"La literie de très mauvaise qualité, ressort qui grince .......pfffff","8,3",Hotel,París," 8,3 "
Alexandre,Francia,0,Escapade au pied de la Tour Eiffel,La vue,Manque d isolation phonique des fenêtres,"9,6",Hotel,París," 8,3 "
Pecheur,Francia,0,Muy bien,"Tjs un plaisir de venir dans cet établissement Un emplacement idéal 
Le personnel très agréable et au petit soin",Un peu moins propre que d’habitude.,"8,3",Hotel,París," 8,3 "
Coralie,Bélgica,0,Bien,Le confort de la chambre,Mauvaise insonorisation et aucune attention de la part de l’hotel Alors que nous avions réservé pour l’anniversaire de ma compagne et qu’ils étaient prévenu c’est un peu dommage,"7,5",Hotel,París," 8,3 "
Nicolas,Francia,0,Vue magnifique sur la Tour Eiffel,"La vue du balcon sur la Tour Eiffel, magnifique !! Le menu du roman service","La tv qui marche pas très bien, il n y a pas toutes les chaînes de la tnt, les tapis de course dans la salle de sport qui ne marchent pas la nuit alors que la salle de sport est ouverte.","7,1",Hotel,París," 8,3 "
Benjamin,Francia,0,"Bien accueillis, très belle chambre avec une excellente vue ! Idéal pour fêter un heureux événement","La qualité de l'accueil, de la chambre avec sa vue ainsi que l'excellent restaurant nous ont permis de passer un excellent séjour.",None,"9,2",Hotel,París," 8,3 "
Laëtitia,Francia,0,Bien,vue Tour Eiffel,carte du room service,"7,5",Hotel,París," 8,3 "
Nadjib,Argelia,0,Bien,La vue est juste magnifique,petit déjeuner,"7,9",Hotel,París," 8,3 "
Eric,Francia,0,"Une vue imprenable sur Paris, la tour Eiffel et le Trocadero, le tout dans une ambiance chaleureuse","J'ai particulièrement apprécié l'accueil au check in. Nous avons profité du temps pris par des difficultés de connexion informatique pour évoquer les différents services proposés par l'hôtel, horaires, petit déjeuner, room service, et les attractions à découvrir au alentour. Ma chambre était au 1er étage, mais pour la soirée du 14 juillet j'ai eu accès au 9è étage pour observer les illuminations avec un point de vue incroyable!","Une commande au room service non honorée (mais non facturée), il s'agissait donc d'un oubli pur et simple.","9,2",Hotel,París," 8,3 "
Richard,Francia,0,Excepcional,Vu impressionnant sur la tour Eiffel,Petit déjeuner tp cher pour la qualité,"9,6",Hotel,París," 8,3 "
Flavien,Francia,0,Fabuloso,"Chambre très agréable. 
Vue imprenable sur la Tour Eiffel! Magnifique feu d’artifice.",None,"8,8",Hotel,París," 8,3 "
Estelle,Francia,0,Bien,La belle vue .,La très longue attente pour récupérer les clés mais aussi pour les rendre ! Une mauvaise information concernant le dépôt /caution qui n'avait pas été précisé lors du règlement.,"7,1",Hotel,París," 8,3 "
Jerome,Francia,0,Bien,None,"Une grosse fuite d eau dans l entrée de la chambre,mettant en cause la climatisation, signalé à l accueil, non pris en compte par le personnel.
530 euros pour une moquette detrampée, Une clim défaillante et un bruit de goutte à goutte toute la nuit, on a déjà vu de meilleurs rapport qualité prix, la fausse vue sur la tour eiffel ne justifie pas le tarif.","7,5",Hotel,París," 8,3 "
Mirtho,Guayana Francesa,0,Excellent séjour. Un bâtiment qui dénote et une ambiance internationale,L’emplacement est unique si vous choisissez une chambre avec vue sur la Tour Eiffel. Autrement les autres chambres n’ont pas d’intérêt à mon avis.,Le service peut parfois laisser à désirer mais c’est sans grande conséquence sur le séjour dans sa globalité.,"7,9",Hotel,París," 8,3 "
Jeremy,Francia,0,Excepcional,Tout,None,"9,6",Hotel,París," 8,3 "
Wiham,Francia,0,Excepcional,Le lit était extrêmement confortable et tellement moelleux,None,"9,6",Hotel,París," 8,3 "
Emmanuelle,Francia,0,Un hôtel pratique et bien placé auquel il faudrait apporter un peu plus de french touch,L’emplacement de l’hôtel est exceptionnel,L’agencement un peu « cantine » de l’espace petit déjeuner et le manque d’originalité de la nourriture et des boissons (malgré l’extrême gentillesse du personnel),"9,2",Hotel,París," 8,3 "
Fraisse,Francia,0,Muy bien,"Difficile à évaluer. Beaucoup de choses positives comme l’emplacement,le personnel,la propreté mais...","Mais Beaucoup aussi de négatif comme l’organisation des réservations, les chambres dont la climatisation ne fonctionne pas, etc...","8,3",Hotel,París," 8,3 "
Philippe,Francia,0,Bien,None,"Dans la chambre la porte fenêtre ne ferme pas bien 
Bruit ++ le matin 
Ventilation moyenne de la salle de bain","7,5",Hotel,París," 8,3 "
Assou,Túnez,0,Dommage!!,L'emplacement etait bien,J'ai reservé une chambre a 400 euro la nuit les photos sur booking etait differents de celle qu'on m'a donné et celle que j'ai crus reservé le receptionniste m'a dit qu'elke est a 3000 euro la nuit!!!!!!!!!! Je me suis sentis arnaqué franchement,"8,8",Hotel,París," 8,3 "
Audrey,Francia,0,Très confortable mais attention à la vue.,Confortable. Propreté impeccable. Une chambre parfaite avec tout le nécessaire.,"J'avais réservé une vue tour eiffel et pris une chambre en conséquence d'après les photos et indications. Cependant, on ne voyait que le dernier étage de la tour... Très déçue.","9,6",Hotel,París," 8,3 "
Siegfried,Alemania,0,Bien,"Idéalement placé, le calme et le confort","Le personnel n’écoute pas et ne prend pas de note, chambre pas faite et cheveux dans les œufs brouillés.","7,1",Hotel,París," 8,3 "
Marina,Francia,0,Parfait !,"Le personnel très gentil ! Une mention spéciale pour « Jeff » qui nous a accueilli et nous a mis à l’aise dès le début ! Le lit est au top ! Je conseille cette hôtel pour sa localisation, sa chambre, et son personnel serviable !","Le petit déjeuner était bon, mais je m’attendais à un choix plus varié pour un hôtel de ce standing mais il reste très bien !","9,6",Hotel,París," 8,3 "
Arthur,Francia,0,Bien,None,payer ce qu’il t’avais dans le frigo des chambres,"7,9",Hotel,París," 8,3 "
Saghroun,Israel,0,Très agréable,La vue sur la Tour Eiffel,Une petite odeur dans le couloir,"9,2",Hotel,París," 8,3 "
Raphael,Francia,0,Fantástico,None,Wifi,"9,2",Hotel,París," 8,3 "
Vincent,Francia,0,Bien,Emplacement top pour visiter la Tour Eiffel,"Petit déjeuner moyen, pas assez diversifié ( pas de crêpes et trop peu de fruits frais).","7,9",Hotel,París," 8,3 "
Hamid,Francia,0,Bien,L’accueil,Que l’on me réveille à 8h 00 du matin en ouvrant la porte pour demander si on pouvait faire la chambre 😡,"7,9",Hotel,París," 8,3 "
Sarah,Francia,0,Bien,"La vue sur la Tour Eiffel 
L’emplacement",None,"7,5",Hotel,París," 8,3 "
Mireille,Bélgica,0,Excepcional,La proximité de la Tour Eiffel,None,"9,6",Hotel,París," 8,3 "
Martin,Bélgica,0,Un moment avec la dame de fer,"Tout.. des boissons offertes au bouton de rechange pour recoudre, nous manquons de rien.. juste un lisseur pour mademoiselle 😀","Franchement nous réfléchissons et... il y a rien, juste peut être le restaurant qui ne correspond pas au standing de l'hotel.","9,6",Hotel,París," 8,3 "
Stephane,Francia,0,Bien,None,"Temps d'attente. 1h10 pour le room service le 7/11, 20 mn au front desk le 8/11 matin. Mini-bar h.s pendant 24h.","7,5",Hotel,París," 8,3 "
Sylvie,Francia,0,Situation géographique excellente !,"Séjour à la hauteur de nos attentes, 2 chambres réservées avec terrasse (vue Tour Eiffel), terrasses très grandes, chambres impeccables, la literie est de très bonne qualité, bonne insonorisation des chambres et surtout, hôtel très bien positionné.","Un petit bémol : au check-in, attente longue et ressenti d'un manque d'attention à la réception pour le standing de cet hôtel.","8,8",Hotel,París," 8,3 "
Nelly,Reunión,0,Fantástico,Le lit moelleux ! La vue imprenable sur la Tour Eiffel !!!,None,"9,2",Hotel,París," 8,3 "
Ekaya,Francia,0,Bien,Petit-déjeuner excellent le reste excellent,Il y avait un cafard dans la chambre un grand cafard,"7,9",Hotel,París," 8,3 "
Niloufar,Bélgica,0,agreable sejour.je reviens.,"chambre avec belle vue confortable.
salle de bain agreable.
petit dejeuner agrable.",le nettoyage de la chambre s'est fait tres tot le matin .il faut evacuer la chambre assez vite.,"7,5",Hotel,París," 8,3 "
Mikael,Francia,0,Excepcional,None,le restaurant,"9,6",Hotel,París," 8,3 "
Claude,Francia,0,"génial , inoubliable et tellement romantique","petits déjeuner extraordinaires
service impecable 
personnel très attentionné 
emplacement genial","la baignoire vieillissante
la salle de bain petite
et les toilettes dans la salle de bains","9,2",Hotel,París," 8,3 "
Cedric,Francia,0,Fabuloso,Le calme,Personnel un peu débordé ou mal organisé !,"8,8",Hotel,París," 8,3 "
Sonneck,Francia,0,Aceptable,Rien trop impersonnel et bruyant de plus côté cours,La disponibilité de l'équipe. Le personnel ce plein d'un sous effectif.,"5,0",Hotel,París," 8,3 "
Delommez,Francia,0,Visite Eiffel,"Emplacement, confort de la chambre","Papiers toilette très mal situé, joints de douche moisissures baignoire vieille, pommeau de douche ne se fixe qu’à la verticale et donc risque d’arroser la salle de bain",10,Hotel,París," 8,3 "
Tim,Francia,1,Muy mal,None,Impossible d'avoir une facture,"2,0",Hotel,París," 8,3 "
Christophe,Francia,0,Je m'attendais à un peu mieu pour un hôtel de ce standing,Nous avons aimé la proximité de l'hôtel avec les centres historiques,"Room service
Vu de l'hôtel","5,0",Hotel,París," 8,3 "
Cel,Luxemburgo,0,Parfait,Très moderne et propre. Personnel attentionné et mesures d’hygiène sanitaire très bien respectées.,None,10,Hotel,París," 8,3 "
Ikram,Suiza,0,Decepcionante,La situation géographique et le rooftop.,"Chambre sale, en cette période de coronavirus, la people été de la chambre était très douteuse. Trace de liquide et de doigt sur le fauteuil, poussière et moucherons mort sur les étagères et pour un 4* les meubles sont très vétustes. Cela ne donne pas envie de rester et séjourner dans la chambre. Nous avions une chambre Deluxe; avec balcon vue sur tout Eiffel.","4,0",Hotel,París," 8,3 "
Gerard,Francia,0,Aceptable,None,"J'ai réserve une junior Suite avec vue tour Eiffel et deux enfants. finalement une junior Suite sans vue sur tour Eiffel, et le canapé lit à finalement fait très tard dans la soirée. 
j'ai payé un supplément pour avoir vue sur tour Eiffel, chambre 1004! mais la climatisation disjoncte tous les jours vers fin de journée, dont nous n'avons plus de climatisation pour la nuit. 
d'après le service maintenance, cette situation est connue depuis quelques temps et ne comprend pas pourquoi la réception nous a affectée cette chambre!","5,0",Hotel,París," 8,3 "
Jean,Reunión,0,Excepcional,"Nous avons aimé la proximité avec la tour eiffel .
La chambre est bien aménagée. 
Très propre .","Il est dommage pour les télévisions quand on change de chaîne sur une des télévisions l'autre change également.
Les clients accèdent à la chambre trop tard.",10,Hotel,París," 8,3 "
Christelle,Francia,0,Excepcional,Petit déjeuner complet !!!,None,10,Hotel,París," 8,3 "
Yacine,Francia,0,Excepcional,La réactivité du personnel pour les demandes et leur hospitalité !,Le manque de baignoire dans les chambres avec vue sur tour eiffel.,10,Hotel,París," 8,3 "
Ophélie,Francia,0,Super !,"J’ai vraiment aimé les prestations, je recommande les yeux fermés",None,10,Hotel,París," 8,3 "
Marie,Francia,0,Cher pour la qualité proposée,Juste le confort du lit et la vue,Le service d’étage. Réactivité quand on les appelle au téléphone.,"3,0",Hotel,París," 8,3 "
Nadia,Francia,0,faut pas utilise leroom service,vu exeptionelle tour eiffel,le room service,"5,0",Hotel,París," 8,3 "
Nathalie,Francia,0,Grandiose,Proximité de la tour Eiffel,Le quartier,10,Hotel,París," 8,3 "
Sandra,Indonesia,0,"Une catastrophe, on se demande où est le management.",L emplacement et la vue sur la tour eiffel,"A notre arrivée, ma carte ne passait pas, après vérification, on m avait facturé 9000 euros! Ensuite un plateau avec des verres sales était devant notre chambre, en ouvrant le lit, on a trouvé des cheveux. Le petit déjeuner a été une véritable catastrophe, les serveurs sont dépassées. Le dernier jour nous avons attendons 45 min avant d être servies. Les gens autour de nous partaient sans avoir déjeuner tellement ils perdaient patience.","2,0",Hotel,París," 8,3 "
Alicia,Francia,0,Mécontente de la restauration et de l’accueil,None,Service au restaurant désastreux que ça soit pour le brunch du dimanche ou le petit déjeuner... de plus réceptionniste incapable de me fournir une facture pour mon séjour qui était un séjour professionnel... première fois que ça m’arrive je réserve pourtant avec bookin dans le monde entier... à ce jour je n’ai toujours pas eu de factures après l’avoir réclamé plusieurs fois... c’est plus que lamentable ... je déconseille fortement cet hotel,"6,7",Hotel,París," 8,3 "
Kara,Francia,0,Trop bien,Au top,Tout est parfait,10,Hotel,París," 8,3 "
Kadidia,Francia,0,Pullman vue sur tour Eiffel,L’accueil et le personnel réception,Rien,10,Hotel,París," 8,3 "
Mustapha,Francia,0,Excepcional,"La propreté, l’emplacement",Rien,10,Hotel,París," 8,3 "
Said,Marruecos,0,Muy mal,Le lit c’est tout,"Placard honteux, petite chambre, douche moyenne, voisins de chambres cayastrfréquentations des clients,","2,0",Hotel,París," 8,3 "
Marc,Francia,0,Agradable,la vue,"pas de baignoire, pas de kit de brosse à dents, réceptionniste qui n'a pas voulu faire monter dans ma chambre une commande Uber eat","6,0",Hotel,París," 8,3 "
Gerald,Francia,0,Hôtel bien placé mais désuet,Emplacement,Hôtel vieillissant avec un confort et un équipement insuffisants vu le prix des chambres ; pour une catégorie de luxe les wc ne sont même pas séparés de la sdb ...sdb mal éclairée ; très mauvais rapport qualité prix en comparant à d’autres hôtels de la même catégorie,"6,2",Hotel,París," 8,3 "
Julien,Francia,0,Excepcional,"Établissement et personnel au top. Très agréable, répondant parfaitement aux demandes.",None,10,Hotel,París," 8,3 "
Benjamin,Reunión,0,Très agréable,"L'emplacement de l'hotel, sa qualité, la vue et le personnel",None,10,Hotel,París," 8,3 "
Mehmet,Francia,0,Pésimo,None,"Étant de Paris, j’ai réserver une nuit afin de passer nos 2 ans de mariage avec une une belle vue sur la Tour Eiffel.
Mais ma surprise a été littéralement gâcher.
Lors de ma réservation sur place j’ai fais part de mon « projet » c’est à dire une décoration particulière; pétales de rose, quelques ballons et du champagne. Ça ne posait pas de problème puisque c’est un service proposer et naturellement tarifé mais ça n’avait pas d’importance.
À notre arrivés, ma femme à l’écart,
On me dit que ce n’est pas encore prêt mais que l’on pouvait montés s’installer et que pour notre retour le soir ce serait fait.
Nous retournons à l’hôtel pour minuit, et là, la chambre est toujours dans le même état.
J’ai demander à ma femme de préparer ses affaires et nous sommes repartis. 
Nous avons fait un chek-out à minuit.
Naturellement pas de geste, et je n’en n’attendais pas. J’ai fini la nuit chez moi.
Pour rien au monde je n’y remettrai un pied.","1,0",Hotel,París," 8,3 "
Tania,Francia,0,Un excellent hôtel,"La vue Sur Paris est magnifique, les chambres sont propres et très confortable,",None,10,Hotel,París," 8,3 "
Marvin,Francia,0,Excepcional,L’emplacement,None,10,Hotel,París," 8,3 "
Romain,Francia,0,Excepcional,"Le personnel est agréable, chambre propre et répondant à la demande avec une magnifique vue sur la Tour Eiffel ! 
Ma demande pour l’anniversaire de ma copine lors de ma réservation a été prise en compte et la surprise était au rendez-vous ! 
Excellent hôtel !",None,10,Hotel,París," 8,3 "
