nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Sebastien,Francia,0,Muy bien,L'emplacement et le professionnalisme des employés.,Le parking payant,"8,3",Hotel,París," 8,3 "
Eric,Francia,0,enchanté de notre séjour,la situation géographique,None,"8,8",Hotel,París," 8,3 "
Jean,Francia,0,Bien,"la propreté de l'hôtel, la sympathie du personnel, la chambre conforme à notre attente, le parking.",None,"7,5",Hotel,París," 8,3 "
Patrick,Francia,0,Correcte avec une chambre spacieuse et une bonne literie,"Petit déjeuner et personnel au niveau M très bien . Très bon lit, chambre agreable","Salle de bain zéro , rideau pour douche avec de l'eau partout, aucune possibilité de poser ses affaires de toilettes. Rien pour accrocher les serviettes ou peignoir.","7,1",Hotel,París," 8,3 "
Benoit,Francia,0,Bien,"Petit déjeuner soigné 
Literie confortable 
Bonne insonorisation extérieure
Parking dans l’hôtel
Personnel sympathique","Bruit de ventilation dans la chambre toute la nuit
Chambre petite pour le tarif","7,5",Hotel,París," 8,3 "
Coste,Francia,0,Fabuloso,Confort literie. Calme dans les chambres et personnel très agréable,Le prix de la chambre qui est plus que doublé pendant le mondial de l'automobile.,"8,8",Hotel,París," 8,3 "
Valerie,Francia,0,très bon moment à refaire,"la situation de l'hôtel par rapport à notre demande (proche salon de l'auto)
personnel accueillant et très serviable que ce soit à l'arrivée, au petit déjeuner que lors du départ",le verre de vin rosé pris au bar - vin très foncé,"9,2",Hotel,París," 8,3 "
Jean,Reunión,0,Un bon 4 Étoiles .,"Tout était très bien .
 Qualité , personnel au petits soins , petit déjeuner extra , confort de la literie , emplacement , etc etc.",Dommage de Ne pas pouvoir ouvrir les vitres pour avoir de l’air naturel à la place de la Clim .,"9,6",Hotel,París," 8,3 "
Philippe,Francia,0,Excellent séjour !,"Jolie chambre, personnel très aimable, petit déjeuner complet 👍!","Pas grand chose... L'ascenseur surprend la première fois , il vaut lieux avoir une petite voiture !","8,8",Hotel,París," 8,3 "
Cédric,Francia,0,Muy bien,"Déco des chambres modernes
Personnel attentionné",Manque un peu plus de variété dans le choix du petit déjeuner,"8,3",Hotel,París," 8,3 "
Sophie,Francia,0,Bien,None,Le bruit on entendait la route,"7,5",Hotel,París," 8,3 "
Sas,Francia,0,Excepcional,Le personnel les chambres,None,"9,6",Hotel,París," 8,3 "
Yael,Francia,0,Bien,"Excellent accueil, très bonne literie et petit dej copieux.",Prix très élevé par rapport à la qualité de l'infrastructure général.,"7,1",Hotel,París," 8,3 "
Jean-claude,Francia,0,Bien,Chambre climatisée très agréable .hôtel proche du parc des expo.,La facturation de la place du parking sous sol de sol.(25€ pour 24h)indiqué en petit sur booking en petit,"7,5",Hotel,París," 8,3 "
Nathalie,Francia,0,Excepcional,Très bon séjour. Personnel très agréable. Parking de l'hôtel 30€ pour la journée très sécurisé.,None,10,Hotel,París," 8,3 "
Julien,Francia,0,Excepcional,"Personnel très attentif, situation exceptionnelle par rapport au métro, facile d accès, parking, et petit déjeuner excellent !
Très bon hôtel à recommander...",None,10,Hotel,París," 8,3 "
Redouane,Tanzania,0,Top.,Le petit-déjeuner était au-dessus de nos attente exquis.,None,10,Hotel,París," 8,3 "
Nathalie,Guayana Francesa,0,Excepcional,Le professionnalisme l’écoute la disponibilité,Le parking exigu,10,Hotel,París," 8,3 "
Patrice,Francia,0,Hôtel décevant pour le prix,Bien . Petit déjeuner sympa sans buffet,Trop climatisation en panne .et parking payant .,"2,0",Hotel,París," 8,3 "
Philippe,Francia,0,Agradable,"Bien situé, personnel agréable dans un contexte de réouverture suite crise COVID, chambre sur cour très calme","La chambre exiguë, le lavabo pas du tout pratique (écoulement très lent, la saleté s’y accumule), la moquette dans la chambre, la climatisation en panne sur 2j sans aucune proposition de compensation.","6,0",Hotel,París," 8,3 "
Thomas,Francia,0,moyen et trop cher pour les prestations,literie confortable,"établissement très cher pour les prestations.
Petit déjeuner plus que moyen, jus d'orange en brique, plus de croissants à 10h, peu de choix!
Un établissement 4 étoiles qui n'en mérite que deux ou trois.","5,0",Hotel,París," 8,3 "
Sylviane,Francia,0,Séjour Paris - Salon de l agriculture,"Très bon accueil, calme. 
Les chambres spacieuses, quel plaisir de rentrer le soir dans un lit bien douillet.",Rien de rien,10,Hotel,París," 8,3 "
Isabelle,Francia,0,A peine moyen ...,"L’emplacement, idéal pour notre participation au palais des congrès. Mais c’est justement sans doute cet emplacement qui se fait trop cher payer ... 
Couchage de bon confort mais ...","Le parcours compliqué (2 ascenseurs, couloirs et badges à répétition) pour rejoindre les chambres
Les équipements, très moyennement de niveau 3 étoiles : serviettes de bains en nombre et qualité limitée, non renouvelées bien que trempées. Pas d’accessoires de toilettes, sauf une savonnette ... Une bouilloire à disposition mais les dosettes de café et thé non renouvelées. Couchage de bon confort mais la couette est trop étroite pour le lit. 
L’emplacement draine une faune et flore dans le hall et au bar, non cliente de l’hôtel, qui donne un sentiment relatif d’insécurité ... 
Beaucoup d’agitation dans le hall, couloirs et ascenseurs en cette période de salon. 
Petit déjeuner et prestations annexes hors de prix même pour un emplacement parisien. 
En résumé, pour ce prix il y a bien plus agréable, même à Paris !!","5,4",Hotel,París," 8,3 "
David,Francia,0,Excepcional,Correspond en tous points à ce que je recherchais,Rien,10,Hotel,París," 8,3 "
Cédric,Francia,0,Excepcional,Absolument tout,None,10,Hotel,París," 8,3 "
Laurence,Francia,0,Excepcional,Excellent emplacement pour se rendre à un spectacle au Dôme ou bien à une expo au parc des expos,None,10,Hotel,París," 8,3 "
Regis,Francia,0,Aceptable,Lit confortable.,"Attendre plus de 10 minutes que le gardien de nuit ouvre la porte de l'hotel pour pouvoir aller dormir. Il était 4h du matin ! Jamais eu ce problème au Mercure Pt de Versailles expo !
Déco des chambres kitch et aménagement un peu défraîchi et délabré. Peu acceptable pour un 4*.
De plus on demande après avoir prépayé 50€ pour parking et frais éventuels !","5,0",Hotel,París," 8,3 "
Clerjon,Francia,0,Super...,Tous!,Top!,10,Hotel,París," 8,3 "
Jacky,Francia,0,Séjour qui sera peut-être reconduit.,Tout était parfait.,None,10,Hotel,París," 8,3 "
Stephanie,Francia,0,Ok,"La localisation de l'hôtel situé juste à côté de la porte de Versailles
Le petit déjeuner varié","Le personnel à l'accueil et en particulier le veilleur de nuit qui s'est amusé à me laisser attendre dans le froid durant 10 minutes sous prétexte que je n'avais pas ma carte (de la chambre) en effet ma collègue était rentrée avant moi... J'ai dû l'appeler et l'a réveillée pour qu'elle veuille bien vouloir m'ouvrir!!! Le responsable le lendemain ""aussi aimable!"" m'a répondu que c'était le plan vigi-pirate et ne m'a même pas laissé m'exprimer!!... grosse blague! 
Un passant dans la rue aurait pu me voler ma carte, entrer dans l'hôtel et faire ce qu'il voulait!!! En revanche me demander ma carte d'identité et s'apercevoir que c'était la bonne personne qui avait réservé et payé l'hôtel me semble la base pour un 4 étoiles!!! L'accueil est à revoir.... dommage !","5,8",Hotel,París," 8,3 "
Calderon,Francia,0,Agradable,La chambre est correcte pour un court séjour,"L accueil est très sommaire, et long
heureusement j'ai vérifié le montant 
Avant de valider le terminal CB","6,7",Hotel,París," 8,3 "
Cathy,Francia,0,Excellent week end,la situation de l'hôtel face au parc des expositions - excellent petit déjeuner - chambre confortable et silencieuse,rien,10,Hotel,París," 8,3 "
Meryll,Francia,0,Excepcional,"Super chambre,propre et calme...personnels très sympathiques et accueillant.
Hôtel très bien situé...j’y retournerai les yeux fermés",None,10,Hotel,París," 8,3 "
Noemie,Francia,0,Excepcional,Top,None,10,Hotel,París," 8,3 "
Christelle,Francia,0,Agradable,None,L’attente le soir a la porte de l’ent .le veilleur de nuit a mis 15 min pour nous ouvrir!!!!!,"6,7",Hotel,París," 8,3 "
Michel,Francia,0,Inadmissible de ne pas pouvoir se doucher durant plus d’une journée !!!,None,"Dans ma chambre : Eau brûlante le premier soir, eau froide le lendemain matin et pas d’eau le soir !!!!
L’eau froide et chaude a finalement été rétablie le samedi soir.
Les deux petits déjeuners m’ont été offerts en compensation de ces problèmes.
J’ai réclamé le remboursement d’une nuit mais le responsable a refusé !!! C’était trop coûteux pour Accor !!! Prière de ne pas rire, je lui ai dit que la Société Accor était cotée au CAC40 et quelle avait les moyens de me rembourser une nuit sur deux en raison de ces graves problèmes rencontrés.
Je ne retournerai plus dans cet hôtel.","4,6",Hotel,París," 8,3 "
Carlos,Brasil,0,"Je conseille vivement cet hotel à tous qui aiment le confort et la tranquilité,",Hotel merveilleux!,Rien,10,Hotel,París," 8,3 "
Bruno,Francia,0,séjour très réussi. Hôtel à recommander.,Excellent petit déjeuner. Accueil de très grande qualité. A recommander.,Rien à signaler.,10,Hotel,París," 8,3 "
Coco,Francia,0,Agradable,"Literie ,t bien insonorisé ,face parc expo et proche métro/tram",Prix reste élevé avec p’tit dej pour prestations correctes certes mais pas extraordinaires.,"6,2",Hotel,París," 8,3 "
Patricia,Francia,0,Excepcional,Absolument tout,None,10,Hotel,París," 8,3 "
Jerome,Francia,0,Il y a sûrement mieux comme hôtel pas très loin,Le petit déjeuner et en face du centre d exposition,"Le bruit et la chambre limite sale. 
L accuetedt un hall de gare","5,0",Hotel,París," 8,3 "
Amanda,Francia,0,Aceptable,None,La salle de bain sa ne vaut pas un 4 étoile,"5,4",Hotel,París," 8,3 "
Pascal,Francia,0,Un ibis +,"L'emplacement, personnel pro sans être très souriant.","Le tapis de bain troué, la fixation du pommeau de douche cassée, le montant de la porte démonté, trois mouchoirs chiffonnés dans la boite à mouchoirs.
Pourquoi un grand lit et une petite couette ?
Chauffage avec ventilation un peu bruyant.","6,7",Hotel,París," 8,3 "
Dominique,Francia,0,Excepcional,Nous étions là pour le salon de l agriculture. Super emplacement,None,10,Hotel,París," 8,3 "
Isabelle,Francia,0,Excellent !!!,"J’étais déjá venue dans cet hôtel, j’ai été satisfaite c’est pour cela que je l’ai choisi á nouveau.",Tout,10,Hotel,París," 8,3 "
Geneviève,Francia,0,Excepcional,Tout,None,10,Hotel,París," 8,3 "
Nelly,Francia,0,Excepcional,Tout était parfait merci,None,10,Hotel,París," 8,3 "
Axelle,Francia,0,Ok,None,Vieillot les moquettes dans la chambre sont sales,"5,8",Hotel,París," 8,3 "
Basle,Francia,0,Prestations de très bonne qualité!,Le petit déjeuner est particulièrement varié et de bonne qualité.,Ras,10,Hotel,París," 8,3 "
Jean-michel,Bélgica,0,Qualité prix ne changez rien,Chambre spacieuse. Propre. Très bon petit déjeuner,None,10,Hotel,París," 8,3 "
Sandrine,Francia,0,Excepcional,"Personnel très sympa, chambre nickel, matelas trop bien. Très bon emplacement, métro, tram, bus devant l'hôtel.",None,10,Hotel,París," 8,3 "
Gilbert,Francia,0,bien,l ensemble et le petit déjeuner servi a midi,None,10,Hotel,París," 8,3 "
Sylvie,Francia,0,Excepcional,Le lit super confortable,None,10,Hotel,París," 8,3 "
Franck,Francia,0,Ok,Sa situation,La salle de bain pas en très bonne état . Pas très propre,"5,8",Hotel,París," 8,3 "
Yannick,Francia,0,"Remise des prix, route du Rhum",La chambre disponible avant l’hEure !,"Nous réservons tout les ans pour le salon Nautic, d’habirise nous avions une chambre vue sur l’entrée !
Mais pour une nuit ce n’ est pas très important ! Sinon, rien à dire..",10,Hotel,París," 8,3 "
Rinckenbach,Francia,0,Pratique devant le salon mais beaucoup trop chère compte tenu de l'état de la salle de bain!,Hôtel devant Paris Expo Porte de Versailles.,L'état de la salle de bain ne correspond pas à un Hôtel 4 étoiles!,"6,2",Hotel,París," 8,3 "
Sylvie,Francia,0,Excepcional,"l'accueil du personnel très sympathique et professionnel, la literie très confortable, la propreté, le petit déjeuner très copieux , tout était parfait, nous reviendrons avec plaisir",None,10,Hotel,París," 8,3 "
Jean-luc,Francia,0,super séjour,"excellent petit déjeuner (divins croissants), chambre spacieuse, propre et calme. Room services ultra rapide.Séjour parfait. Le personnel au petits soins avec moi.",None,10,Hotel,París," 8,3 "
Anne,Francia,0,Une adresse sûre,Tout,None,10,Hotel,París," 8,3 "
Francois,Francia,0,Excepcional,tout,None,10,Hotel,París," 8,3 "
Jenny,Francia,0,Excepcional,"Belle décoration. Très bonne literie. Belle vu sur le parc exposition. Bien insonorisé. Très propre.
Merci.",None,10,Hotel,París," 8,3 "
Eric,Francia,0,agreable,très bon accueille chambre très propre avec un petit déjeuné très copieux,None,10,Hotel,París," 8,3 "
Veronique,Francia,0,decevant,None,"Linge sale et aspirateur dans le couloir le soir ; manque d'accessoires de base (PQ), connexion wifi non fonctionnelle immédiatement","5,8",Hotel,París," 8,3 "
Francois,Bélgica,0,Excepcional,Super hôtel !,None,10,Hotel,París," 8,3 "
Céline,Francia,0,Agradable,"Lit confortable et hôtel calme
Environnement et proximité des transports",Prix excessif par rapport aux prestations proposées ne mérite pas d'être classe en 4 étoiles,"6,7",Hotel,París," 8,3 "
Catherine,Martinica,1,Excepcional,"Tout
Nous avons eu la bonne surprise d’être surclassé !
Très confortable et accueillant 
Parking original avec descente en ascenseur 
Bien situé 
Métro et tram au pied de l’hôtel","Rien 
À part les fumeurs devant l’entrée...",10,Hotel,París," 8,3 "
Vincent,Bélgica,0,Week end fabuleux,"Les chambres magnifique, le confort du lit, le calme, l emplacement la déco et le personnel très accueillant 
Le parking avec ascenseur une première pour nous 🤣 genial😂",Tout était parfait,10,Hotel,París," 8,3 "
Nancy,Francia,0,Agradable,None,"L'attaché du pommeau de douche qui bouge, le miroir grossissant qui bouge, le levier de robinet qui bouge, les bruits incessants des portes qui s'ouvrent à partir de 8h sont insupportables","6,2",Hotel,París," 8,3 "
Anónimo,Francia,0,"Rien à redire, nous reviendrons.","Sachets de thé de très bonne qualité offerts + bouilloire à disposition.
La taille du lit, très grand et super confortable. Un gros plus.
Le confort de la chambre en général.
La salle de bain spacieuse et la très grande douche.",None,"9,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Muy bien,L accueil la literie,Le frigo dans la suite éteint et qui marche mal donc les boissons chaudes ...la personne qui fait le ménage qui tape à la porte à 9h pour savoir si c est libre très désagréable ..,"8,3",Hotel,París," 8,3 "
Anónimo,Francia,0,Accueil et disponibilité,"L'accueil, la disponibilité et la réactivité du personnel ont été parfaits. Une demande concernant la chambre et deux services spécifiques ont été satisfaits avec le sourire et célérité. Bravo à l'équipe.",None,"9,6",Hotel,París," 8,3 "
Anónimo,Francia,0,Excellent hotel,"L'emplacement,le calme,le confort,le petit-déjeuner mezzanine et le personnel souriant.Avons vu un verre après le spectacle au bar et avons été servies gentiment alors qu'il était presque 23h.Merci au barman.","Pas de brosse à dents,alors qu,elles étaient notées dans la chambre...voyageant presque sans bagage,je comptais dessus.Pas de shower cap non plus.Seul bémol.","9,2",Hotel,París," 8,3 "
Anónimo,Suiza,0,très bien,les œufs de petit déjeuné.,None,"8,8",Hotel,París," 8,3 "
Anónimo,Francia,0,pas mal,"très bon petit déjeuner, bonne literie","parfum savonnette ,moquette bof , support douche casser dessous de vasque abimer , verre de vin trop cher.","7,9",Hotel,París," 8,3 "
Anónimo,Francia,0,Bien,None,Prix du petit déjeuner,"7,1",Hotel,París," 8,3 "
Anónimo,Francia,0,Muy bien,Emplacement pratique. Hotel très propre,"Le débit de l eau dans la douche est insuffisant et la douche est mal placée dans la baignoire arrondie. L accès au parking est compliqué et angoissant, mais il a le mérite d exister.","8,3",Hotel,París," 8,3 "
Anónimo,Francia,0,Pésimo,None,"Panne électricité, douche dans le noir , 5 étage d’escalier à monter aucun indemnisation","1,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,À bientôt,Tout,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,"Tout était très bien, de l arrivée au départ, personnel souriant et accueillant, belle chambre et très bonne literie.",None,10,Hotel,París," 8,3 "
Laurence,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Benoit,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Abdelkader,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Cassandra,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Alexis,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Ovando,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Gwendoline,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Francoise,Luxemburgo,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Brice,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Elisabeth,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Nassirou,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Marie,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Caroline,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Hervé,Francia,0,Très bonen qualité. Et conforme à mon attente.,None,None,"8,0",Hotel,París," 8,3 "
Christelle,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Jean-baptiste,Suiza,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Gilbert,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Christian,Francia,0,Très bon séjour. La preuve c'est qu'on y revient.,None,None,"9,0",Hotel,París," 8,3 "
Patricia,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Sandrine,Suiza,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Jean-paul,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Patrick,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Isabelle,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Maxime,Francia,0,Bien,None,None,"7,1",Hotel,París," 8,3 "
Anna,Suiza,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Pascal,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Manuel,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Jacques,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Severine,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
François,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Eric,Bélgica,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Pascal,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Jacques,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Anthony,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Daniel,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Jacques,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Anthony,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Smain,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Christophe,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
A_lars,Marruecos,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Ludovic,Suiza,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Ludovic,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Jean,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Christelle,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Sylvie,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Virginie,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Laetitia,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Joel,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Jean-louis,Suiza,0,Pratique,None,None,"7,9",Hotel,París," 8,3 "
Buniet,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Clémentina,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Stéphane,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Catia,Luxemburgo,0,Très bien.,None,None,"9,6",Hotel,París," 8,3 "
Audrey,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Jean-marc,Martinica,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Nowak,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Christine,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Sebastien,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Jessica,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Isabelle,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Magali,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Magali,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Fredy,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Christophe,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Patrick,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Eliane,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Sebastien,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Marie,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Ferlita,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Muriel,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Magalie,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Maryline,Suiza,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Fabrice,Bélgica,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Rico,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Anne-sophie,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Nathalie,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Nathalie,Bélgica,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Guy,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Jean,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Martine,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Antho-c,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Murielle,Francia,0,Bien,None,None,"8,3",Hotel,París," 8,3 "
Aboukrat,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Bouvier,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Marie-christine,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Nicolas,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Anna,Bélgica,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Eduardo,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Laurence,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Nicole,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Fabienne,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Nathalie,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Marine,Reunión,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Manuella,Reunión,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Mario,Luxemburgo,0,Agradable,None,None,"6,0",Hotel,París," 8,3 "
Mario,Luxemburgo,0,Agradable,None,None,"6,0",Hotel,París," 8,3 "
Catherine,Francia,0,Agradable,None,None,"6,0",Hotel,París," 8,3 "
A,Francia,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Pierre,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Clerjon,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Jamal,Arabia Saudí,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Henri,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Christian,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Simon,Luxemburgo,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Feiyun,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Ali,Estados Unidos,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Corinne,Reunión,0,Ok,None,None,"5,8",Hotel,París," 8,3 "
Maryline,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Sami,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Emmanuelle,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Alexis,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Tonicampana,Francia,0,Agradable,None,None,"6,7",Hotel,París," 8,3 "
Olivier,Francia,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Audrey,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Jean,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Thierry,Austria,0,Ok,None,None,"5,8",Hotel,París," 8,3 "
Marie-laure,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Mouna,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Jean,Francia,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Marie-france,Francia,0,"Après une journée intensive de formation, j'ai apprécié le calme et le confort de l'établissement.",None,None,10,Hotel,París," 8,3 "
Laurent,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Pascal,Polinesia Francesa,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Biliana,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Roland,Bélgica,0,très bon séjour,None,None,10,Hotel,París," 8,3 "
Hulusi,Turquía,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Anónimo,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Jean,Portugal,1,Séjour s'est bien déroulé,"La réception est excellente, le directeur et Tania sont aux petits soins des clients durant tout le séjour.",Ras,10,Hotel,París," 8,2 "
Peggy,Francia,0,Excepcional,"Jolie chambre bien équipée avec balcon filant, petit déjeuner copieux, personnel sympathique",Les couloirs sont un peu vieillots,"9,6",Hotel,París," 8,2 "
Thomas,Australia,0,Muy bien,"Hôtel parfaitement situé, chambres confortables et surtout personnel très sympathique. Rapport qualité prix assez imbattable",None,"8,0",Hotel,París," 8,2 "
Marine,Francia,0,Bien,Très bon petit déjeuner et bonne literie,Chambres très petites,"7,1",Hotel,París," 8,2 "
Francois,Francia,0,Fantástico,Personnel très agréable et souriant . Quartier très vivant chambres calmes,None,"9,2",Hotel,París," 8,2 "
Julien,Francia,0,Bien,"Pour Paris ca fait l’affaire Personnel parfait super gentil serviable
Chambre super petite Ca reste cher pour ce que c’est mais c’est Paris 😉 et pour Paris c’est vraiment bien",None,"7,9",Hotel,París," 8,2 "
Karine,Francia,0,Pause très agréable à Paris.,"La situation géographique,l'amabilité du personnel.",RAS.,"8,0",Hotel,París," 8,2 "
Lionel,Bélgica,0,Fantástico,"L'hôtel est très bien situé ; l'accès au Métro est facile et de nombreux restaurants sont à proximité. Le personnel de l'hôtel est vraiment très sympathique et nous a accueilli avec beaucoup de professionnalisme et de gentillesse dès le départ =) Je recommande sincèrement le ""Relais du Marais"" pour un séjour au calme et pour les qualités citées ci-dessus =D",None,"9,0",Hotel,París," 8,2 "
Francois,Francia,0,Muy bien,Hôtel très bien situé. Bon accueil. Prestations très correctes.,Chambre au premier étage et proche de la salle de petit déjeuner donc un peu bruyante. Mais ça reste acceptable.,"8,0",Hotel,París," 8,2 "
Antoine,Francia,0,Muy bien,l'acceuil,None,"8,0",Hotel,París," 8,2 "
Alain,Bélgica,0,Correct sans plus,Localisation,Chambre et SDB minuscules,"7,0",Hotel,París," 8,2 "
